filename,start time,end time,freq. band (Hz),number of peaks,peaks freq. (Hz),SPL (dB),SNLD (dB),AIS
./to_push/data/2017-ULU01_0+1_20170728_100602.wav,2017-07-28 10:09:22,2017-07-28 10:11:02,50.0 - 1000.0,2,"[132.5, 396.0]",94.0,[11.49  6.52],None
./to_push/data/2017-ULU01_0+1_20170728_170602.wav,2017-07-28 17:06:02,2017-07-28 17:07:42,50.0 - 1000.0,4,"[102.5, 203.0, 305.5, 408.0]",103.0,[9.26 2.77 3.62 2.14],None
./to_push/data/2017-ULU01_0+1_20170728_170602.wav,2017-07-28 17:07:42,2017-07-28 17:09:22,50.0 - 1000.0,3,"[98.5, 103.0, 134.0]",96.0,[4.6  3.96 4.7 ],None
./to_push/data/2017-ULU01_0+1_20170728_170602.wav,2017-07-28 17:09:22,2017-07-28 17:11:02,50.0 - 1000.0,3,"[149.5, 300.0, 424.0]",99.0,[4.53 2.75 1.14],None
./to_push/data/2017-ULU01_0+1_20170728_103602.wav,2017-07-28 10:36:02,2017-07-28 10:37:42,50.0 - 1000.0,2,"[105.5, 210.5]",90.0,[11.81  9.8 ],None
./to_push/data/2017-ULU01_0+1_20170728_103602.wav,2017-07-28 10:37:42,2017-07-28 10:39:22,50.0 - 1000.0,2,"[104.5, 209.5]",85.0,[11.51 10.05],None
./to_push/data/2017-ULU01_0+1_20170728_103602.wav,2017-07-28 10:39:22,2017-07-28 10:41:02,50.0 - 1000.0,2,"[104.5, 209.0]",84.0,[11.65  9.07],None
./to_push/data/2017-ULU01_0+1_20170809_063602.wav,2017-08-09 06:36:02,2017-08-09 06:37:42,50.0 - 1000.0,4,"[113.0, 132.0, 137.5, 375.0]",81.0,[2.62 2.28 6.6  4.42],None
./to_push/data/2017-ULU01_0+1_20170809_063602.wav,2017-08-09 06:37:42,2017-08-09 06:39:22,50.0 - 1000.0,4,"[132.0, 137.5, 150.0, 375.0]",81.0,[2.49 6.88 2.76 3.96],None
./to_push/data/2017-ULU01_0+1_20170809_063602.wav,2017-08-09 06:39:22,2017-08-09 06:41:02,50.0 - 1000.0,6,"[113.0, 125.0, 132.0, 138.0, 150.0, 374.5]",81.0,[2.44 2.11 2.57 4.16 2.6  4.37],None
./to_push/data/2017-ULU01_0+1_20170930_233602.wav,2017-09-30 23:36:02,2017-09-30 23:37:42,50.0 - 1000.0,0,[],98.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_233602.wav,2017-09-30 23:37:42,2017-09-30 23:39:22,50.0 - 1000.0,0,[],98.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_233602.wav,2017-09-30 23:39:22,2017-09-30 23:41:02,50.0 - 1000.0,0,[],97.0,[],None
./to_push/data/2017-ULU01_0+1_20170726_183602.wav,2017-07-26 18:36:02,2017-07-26 18:37:42,50.0 - 1000.0,3,"[67.0, 73.0, 375.0]",91.0,[4.18 5.78 1.33],None
./to_push/data/2017-ULU01_0+1_20170726_183602.wav,2017-07-26 18:37:42,2017-07-26 18:39:22,50.0 - 1000.0,2,"[66.5, 375.0]",91.0,[9.25 1.12],None
./to_push/data/2017-ULU01_0+1_20170726_183602.wav,2017-07-26 18:39:22,2017-07-26 18:41:02,50.0 - 1000.0,1,[375.0],91.0,[1.59],None
./to_push/data/2017-ULU01_0+1_20170725_193602.wav,2017-07-25 19:36:02,2017-07-25 19:37:42,50.0 - 1000.0,3,"[190.0, 366.0, 386.0]",100.0,[2.16 1.86 1.2 ],None
./to_push/data/2017-ULU01_0+1_20170725_193602.wav,2017-07-25 19:37:42,2017-07-25 19:39:22,50.0 - 1000.0,5,"[109.5, 164.0, 218.5, 273.0, 328.0]",107.0,[5.69 3.42 4.39 3.45 2.33],None
./to_push/data/2017-ULU01_0+1_20170725_193602.wav,2017-07-25 19:39:22,2017-07-25 19:41:02,50.0 - 1000.0,7,"[80.0, 109.0, 146.5, 153.5, 160.0, 219.0, 292.0]",107.0,[7.84 7.97 6.49 5.72 3.37 3.33 3.42],None
./to_push/data/2017-ULU01_0+1_20170930_210602.wav,2017-09-30 21:06:02,2017-09-30 21:07:42,50.0 - 1000.0,0,[],93.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_210602.wav,2017-09-30 21:07:42,2017-09-30 21:09:22,50.0 - 1000.0,0,[],94.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_210602.wav,2017-09-30 21:09:22,2017-09-30 21:11:02,50.0 - 1000.0,0,[],92.0,[],None
./to_push/data/2017-ULU01_0+1_20170727_113602.wav,2017-07-27 11:36:02,2017-07-27 11:37:42,50.0 - 1000.0,1,[375.0],90.0,[1.3],None
./to_push/data/2017-ULU01_0+1_20170727_113602.wav,2017-07-27 11:37:42,2017-07-27 11:39:22,50.0 - 1000.0,3,"[155.5, 304.0, 375.0]",92.0,[5.78 2.27 1.12],None
./to_push/data/2017-ULU01_0+1_20170727_113602.wav,2017-07-27 11:39:22,2017-07-27 11:41:02,50.0 - 1000.0,5,"[122.5, 142.5, 244.0, 538.0, 544.0]",95.0,[7.46 5.6  5.4  2.07 1.09],None
./to_push/data/2017-ULU01_0+1_20170728_143602.wav,2017-07-28 14:36:02,2017-07-28 14:37:42,50.0 - 1000.0,5,"[135.0, 139.5, 269.0, 277.0, 281.0]",94.0,[1.66 4.98 2.43 1.99 2.69],None
./to_push/data/2017-ULU01_0+1_20170728_143602.wav,2017-07-28 14:37:42,2017-07-28 14:39:22,50.0 - 1000.0,2,"[140.5, 283.5]",99.0,[4.71 2.16],None
./to_push/data/2017-ULU01_0+1_20170728_143602.wav,2017-07-28 14:39:22,2017-07-28 14:41:02,50.0 - 1000.0,4,"[141.5, 282.0, 285.0, 415.0]",97.0,[7.12 2.61 2.03 1.13],None
./to_push/data/2017-ULU01_0+1_20170809_070602.wav,2017-08-09 07:06:02,2017-08-09 07:07:42,50.0 - 1000.0,6,"[113.0, 132.0, 138.0, 150.5, 213.0, 375.0]",80.0,[3.68 2.86 3.69 8.02 1.66 5.52],None
./to_push/data/2017-ULU01_0+1_20170809_070602.wav,2017-08-09 07:07:42,2017-08-09 07:09:22,50.0 - 1000.0,4,"[132.0, 138.0, 150.5, 375.0]",79.0,[2.53 7.52 5.47 5.93],None
./to_push/data/2017-ULU01_0+1_20170809_070602.wav,2017-08-09 07:09:22,2017-08-09 07:11:02,50.0 - 1000.0,5,"[113.0, 132.0, 138.0, 150.0, 374.5]",80.0,[4.55 2.63 4.32 2.02 5.46],None
./to_push/data/2017-ULU01_0+1_20170930_200602.wav,2017-09-30 20:06:02,2017-09-30 20:07:42,50.0 - 1000.0,0,[],96.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_200602.wav,2017-09-30 20:07:42,2017-09-30 20:09:22,50.0 - 1000.0,0,[],96.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_200602.wav,2017-09-30 20:09:22,2017-09-30 20:11:02,50.0 - 1000.0,0,[],96.0,[],None
./to_push/data/2017-ULU01_0+1_20170728_163602.wav,2017-07-28 16:36:02,2017-07-28 16:37:42,50.0 - 1000.0,8,"[121.5, 139.0, 146.0, 188.0, 283.0, 374.5, 398.0, 468.0]",95.0,[2.68 1.22 2.87 3.33 2.94 1.68 2.28 1.4 ],None
./to_push/data/2017-ULU01_0+1_20170728_163602.wav,2017-07-28 16:37:42,2017-07-28 16:39:22,50.0 - 1000.0,3,"[188.0, 374.0, 454.0]",95.0,[3.52 1.42 1.2 ],None
./to_push/data/2017-ULU01_0+1_20170728_163602.wav,2017-07-28 16:39:22,2017-07-28 16:41:02,50.0 - 1000.0,5,"[118.0, 125.0, 130.5, 374.5, 467.5]",94.0,[4.56 4.29 1.65 2.25 2.08],None
./to_push/data/2017-ULU01_0+1_20170729_190602.wav,2017-07-29 19:06:02,2017-07-29 19:07:42,50.0 - 1000.0,3,"[166.5, 192.0, 357.0]",99.0,[6.66 7.5  3.18],None
./to_push/data/2017-ULU01_0+1_20170729_190602.wav,2017-07-29 19:07:42,2017-07-29 19:09:22,50.0 - 1000.0,1,[165.5],98.0,[7.68],None
./to_push/data/2017-ULU01_0+1_20170729_190602.wav,2017-07-29 19:09:22,2017-07-29 19:11:02,50.0 - 1000.0,3,"[124.0, 247.5, 869.0]",98.0,[10.38  7.67  3.37],None
./to_push/data/2017-ULU01_0+1_20170930_193602.wav,2017-09-30 19:36:02,2017-09-30 19:37:42,50.0 - 1000.0,0,[],98.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_193602.wav,2017-09-30 19:37:42,2017-09-30 19:39:22,50.0 - 1000.0,0,[],98.0,[],None
./to_push/data/2017-ULU01_0+1_20170930_193602.wav,2017-09-30 19:39:22,2017-09-30 19:41:02,50.0 - 1000.0,1,[806.0],97.0,[1.29],None
